,Unnamed: 0,No.,Comment,Label
7298,7298,7299,t mãi thoát rank đồng 1:)),0
3679,3679,3680,jackz tư_thế game vãi lồn,0
7060,7060,7061,thằng ngu sủa lắm 1 5 đụ mẹ,1
4964,4964,4965,mẹ đọc chính_tả,1
5081,5081,5082,đập tao 2 chết,0
3057,3057,3058,ulti chạy buồn_cười awesome,0
1301,1301,1302,ăn_mày khứa,0
7796,7796,7797,đánh bẩn mắt,0
2588,2588,2589,box đánh biker ghê,0
1900,1900,1901,toá,0
7154,7154,7155,giàu khổ:)),0
5549,5549,5550,ai_lại,0
315,315,316,hở lông nách kìa_anh,2
2169,2169,2170,mấy thằng blv,0
100,100,101,hello chồng,0
3383,3383,3384,creep giết regen ngài,0
5857,5857,5858,chết thay sp lun,0
5790,5790,5791,cháy cháy,0
4204,4204,4205,pick nô_lệ liền,0
7214,7214,7215,hahahah đặc sẳn rank vàng... tranh lane phá... tí 2 thằng top tranh farm last hit lính hài nè,0
1563,1563,1564,rồi.thiếu 1 kill vô_địch,0
29,29,30,bọn hàn đánh_bài vãi lồn,1
4493,4493,4494,thế_này divine,0
3155,3155,3156,cđv cề: v,0
1957,1957,1958,hq cố,0
5316,5316,5317,pick ngu vãi lồn,1
5917,5917,5918,late kém,0
6926,6926,6927,số_phận:))),0
448,448,449,"hạng 4, giải đi cộng",0
6917,6917,6918,bá điền 36,0
7982,7982,7983,báo 3ner,0
7156,7156,7157,đại_gia nói_chuyện,0
2949,2949,2950,am chém ngu,1
1001,1001,1002,ngài fiu bắn xong,0
4126,4126,4127,suyễn,0
5922,5922,5923,dauy lính,0
4266,4266,4267,rp lul,0
4382,4382,4383,sốc nhiệt bro awesome,0
1942,1942,1943,hơi ẩu roy,0
1838,1838,1839,fr top 1:))) s v,0
7126,7126,7127,liềm,0
4748,4748,4749,wo s1mple 120kg,0
3266,3266,3267,win nổi nhậ kèo chi nhục awesome,0
3416,3416,3417,địt mẹ vy rủ cơm nóng kìa ngài awesome,1
7980,7980,7981,lồn trận jinx aphelios msi,0
4816,4816,4817,di_chuyển max đần,1
5503,5503,5504,đ thua tụi m đần,2
3364,3364,3365,danh 'kem' thi` di support de? nguoi` ta ho. ganh ',0
5781,5781,5782,,0
1442,1442,1443,bồn lịnh,2
463,463,464,roài xong,0
197,197,198,sage 0-10 mẹ:))),1
7715,7715,7716,tạp_âm,0
4486,4486,4487,người ta đánh medusa bú liền,0
2870,2870,2871,200 con cặc town,1
7493,7493,7494,"nhánh thắng nhánh thua, hiện ha",0
5900,5900,5901,fl lun,0
7253,7253,7254,,0
3137,3137,3138,carry 500tr 140 awesome,0
5982,5982,5983,toàn buff linh_tinh,0
290,290,291,hiếu đớ anh_hiếu,2
5421,5421,5422,tao thua đi,0
2178,2178,2179,mc da đen vãi lồn,2
1733,1733,1734,đừng mặt áo hq,0
2115,2115,2116,m reply cùn v?,2
1617,1617,1618,game việt nam mãi đi,0
7033,7033,7034,key ei: >,0
6017,6017,6018,baron,0
1285,1285,1286,chê vợ đen,0
501,501,502,thằng thọt,0
5756,5756,5757,đầu game ez hơi yếu,0
6520,6520,6521,"hôm_nay vã chovy, ngày_mai vã faker tiếp. yagao bảo",0
5925,5925,5926,đứng mắt,0
6638,6638,6639,hâm,1
4979,4979,4980,đội lót đường đánh trò_cười việt nam,0
546,546,547,,0
631,631,632,seoldam,0
656,656,657,lật,0
524,524,525,đợi lck phát view vcs xụt thảm_hại con mẹ nó luôn,1
4632,4632,4633,ulti lợi_thế awesome,0
1438,1438,1439,bồn lình đánh mày đấy: đ,2
6511,6511,6512,bot rank bk thua lane,0
4045,4045,4046,ngài solo đ omni,1
5528,5528,5529,mày thi tác_dụng lồn ping,2
4521,4521,4522,thua,0
5688,5688,5689,huyết kiếm mắt?,0
3912,3912,3913,moá ní,0
1007,1007,1008,"""nhẹ""",0
765,765,766,kj trắng đầu hụt băng kìa,0
689,689,690,nerf,0
4224,4224,4225,xoài cứu_mạng,0
7846,7846,7847,tele vãi lồn,1
2362,2362,2363,pe cháy,0
7100,7100,7101,đồ rừng,0
3798,3798,3799,"linkend, bkb, bộ_đồ nghề",0
2881,2881,2882,3 đá,0
4485,4485,4486,show,0
3690,3690,3691,bướm xong liken skadi haha,0
6547,6547,6548,gen cay,0
4243,4243,4244,rank 18 carry awesome,0
583,583,584,"việt nam toàn cúp học, trộm tiền game",0
5956,5956,5957,tự_tin,0
1095,1095,1096,anh chị em hôm_qua đáy,0
4353,4353,4354,simple cười vãi cả lồn,1
7332,7332,7333,lối khó_chịu,0
7244,7244,7245,đéo phút 11 12 biến:)),1
7726,7726,7727,2 thằng đanh vui,0
6689,6689,6690,nghi ~,0
237,237,238,dm que,1
5440,5440,5441,vãi lồn,1
1595,1595,1596,cố trận fac đi 6 ván,0
2460,2460,2461,sát quỷ đoàn team,0
4093,4093,4094,nhảy??,0
4130,4130,4131,no pick am luon,0
1213,1213,1214,1 đổi 2 gáy,0
5098,5098,5099,lo xong thân đi,0
7567,7567,7568,vui ác,0
1484,1484,1485,tướng ảnh bóng vãi lồn,2
1974,1974,1975,"hq top 1 gửi anh em 5 xị, việt nam",0
7333,7333,7334,đánh rừng h đánh rừng ổn đánh cg 6p 6 6,0
8034,8034,8035,geng cố,0
279,279,280,trở đi ỉa đi_anh,1
4447,4447,4448,team ulti cm aoe đánh,0
7409,7409,7410,ối dồi ôi độ 16 kia,0
571,571,572,chờ seagame,0
4370,4370,4371,slark vanguard am ta,0
3325,3325,3326,cypher co cam ma,0
923,923,924,lếch tơn,0
6107,6107,6108,mấy thằng gam đái,2
6890,6890,6891,ban mấy spam ý_thức =)),0
700,700,701,map 3 6h:))),0
4201,4201,4202,pick magnus hơi phế,0
1758,1758,1759,evos lỏ người ta 2 ván top 3,0
2283,2283,2284,nhạc v,0
7145,7145,7146,thua,0
1951,1951,1952,hóng thua toxic,0
125,125,126,xấu ác,0
3720,3720,3721,nễ,0
1369,1369,1370,bang,0
6633,6633,6634,combat mày đi,0
5806,5806,5807,tao kịp,0
5967,5967,5968,lag,0
2347,2347,2348,"ok, kĩ_năng, call team",0
1777,1777,1778,fan zuka no pro tập_hợp,0
5283,5283,5284,fl nè,0
7676,7676,7677,yado thở oxy:)))),0
7700,7700,7701,test đội_hình,0
2002,2002,2003,jung thua dame sp nể,0
1557,1557,1558,gấu as mobye,0
1179,1179,1180,@ minh ult lỗi ntk gỡ,0
5118,5118,5119,mày,0
4538,4538,4539,tiếng =)),0
2138,2138,2139,bacon,0
6944,6944,6945,xếp moi đứng coi ngầu đét,0
6395,6395,6396,g2 2-0. ván 1 huỷ_diệt. ván 2 g2 nhả tý ban_đầu lật kèo khán_giả. kịch_bản.,0
614,614,615,hàn lun nha,0
3378,3378,3379,? awesome,0
377,377,378,"map kayo ngon team pick, khoá ulti raze",0
4357,4357,4358,simple kenys:))),0
5743,5743,5744,dnt 1 đô,0
5415,5415,5416,i 'm fine!,0
6693,6693,6694,nan ~,0
4720,4720,4721,aura awesome,0
4830,4830,4831,4vs5 chấp thằng ngu pyke,2
6349,6349,6350,ping con_mẹ mày,1
7903,7903,7904,hòn đá cô_đơn,0
5847,5847,5848,gank mày,0
7853,7853,7854,thua mặt,0
3333,3333,3334,- _ -,0
90,90,91,đá cười,0
983,983,984,sinh_viên trẻ th,0
4466,4466,4467,thằng béo:)),1
1074,1074,1075,đi ngủ,0
7239,7239,7240,game 1 gengu anh em all in,0
5870,5870,5871,địt con_mẹ m feed,2
2135,2135,2136,mai hq vô_địch t hài,0
18,18,19,", thịnh dần",0
1265,1265,1266,admin out trình tk cha_nội red,2
5948,5948,5949,đấy chê việt nam mấy thằng tiêu_chuẩn kép =))) gaming nước_nhà phát_triển,0
7098,7098,7099,triệu vân lắm,0
5665,5665,5666,ping,0
1315,1315,1316,ao trình,0
3421,3421,3422,đổi 1 mạng chó =)),1
753,753,754,giải team team dở: v lhmt,0
754,754,755,nhật nạp game rito:)),0
171,171,172,vãi lồn nhathong block:))))),1
3783,3783,3784,ngựa đi ngàu,0
7162,7162,7163,đấm sếp đấm sếp,2
6784,6784,6785,quát,0
3055,3055,3056,check ward awesome,0
5860,5860,5861,sống chẳng,0
5972,5972,5973,game rác vãi cặc,1
6694,6694,6695,g dùm tao,0
6454,6454,6455,đánh cặc,1
2837,2837,2838,10k8 rôi,0
6655,6655,6656,đéo nhường,1
3264,3264,3265,vy awesome,0
4942,4942,4943,cón sylas đéo tác_dụng anh_ren,2
2407,2407,2408,red chạy đ mấy thằng cu?,2
7308,7308,7309,gamesense đi rừng,0
2661,2661,2662,um 11 team,0
326,326,327,bắn đùa,0
5996,5996,5997,mày đánh lee sin pick chi kèo,0
3983,3983,3984,ngài đớ gọi đi nghĩa vụ quân sự awesome,2
3402,3402,3403,dí es:))))))))),0
5265,5265,5266,tắt vietkey,0
2489,2489,2490,suốt magaming mấy đấy,0
3995,3995,3996,ngài đánh 2 trận slark hoà_vốn anh em?,0
2546,2546,2547,thắng,0
841,841,842,đấy jamp,0
5551,5551,5552,tự_ái vãi lồn,1
1862,1862,1863,gấu tick,0
3111,3111,3112,chúa hề pháp: v,0
7474,7474,7475,giải_thích hộ lưỡi hái zeri tích_số jinx,0
562,562,563,dạo đi cktg mái quên,0
2069,2069,2070,,0
1597,1597,1598,cố ôm xí,0
5245,5245,5246,đụ mẹ gank mid mạng,1
7642,7642,7643,pun đánh láo phát toang ghê,0
3572,3572,3573,giọng ốm đói,0
7994,7994,7995,tcon cay é é é é é,0
1567,1567,1568,heavy,0
6078,6078,6079,trúng lamd cặc,1
810,810,811,map ct thua 7 lật nổi,0
1730,1730,1731,đừng dạy tuyển_thủ game,0
4975,4975,4976,se đánh vầy đòi đi london. đi london chửi ác. nghe_ren bóng giảng đạo đi,2
1068,1068,1069,2-0 ez rpopf,0
7347,7347,7348,ghê,0
5278,5278,5279,chửi đồng_đội thiwin lsao,0
2941,2941,2942,alo hater??,0
379,379,380,đổi lineup hợp timing,0
2158,2158,2159,mấy game,0
4637,4637,4638,uốt đì,0
5477,5477,5478,admin chênh đồ cạn_lời =)),0
6637,6637,6638,thằng lồn,2
1056,1056,1057,dg go go!,0
6207,6207,6208,con cặc def,1
2838,2838,2839,11k chê 500k,0
2782,2782,2783,cháy gọi xe cứu_hoả,0
4783,4783,4784,mắc mệt,0
4618,4618,4619,??? chết,0
2571,2571,2572,"cỗ vũ việt nam đi mọi người, quốc_tế rùi",0
4226,4226,4227,"quạt đực, quỷ",0
3805,3805,3806,"loc fan, manh vãi lồn",1
6101,6101,6102,cha_nội,1
4643,4643,4644,vai làm gì,1
3159,3159,3160,chạm đáy nỗi đau,0
7895,7895,7896,river tấu hài vãi cặc,2
1856,1856,1857,"game rác, nghỉ mẹ đi",1
4702,4702,4703,vãi lồn khinh suyễn,1
4272,4272,4273,rpk chiến vãi lồn,1
779,779,780,xiên,0
5478,5478,5479,chết,0
5372,5372,5373,đánh xulong,0
2722,2722,2723,vãi lồn tiệp,1
5507,5507,5508,kẹt team lắm,0
4743,4743,4744,win đéo,1
516,516,517,"tiền 😀 chả, mấy team esports việt nam nghèo mù",0
4655,4655,4656,vang bình thường ma,0
3280,3280,3281,cac =))),1
2553,2553,2554,"thầy beo, thầy neo tự_hào",0
7235,7235,7236,tưởng account. đánh anh em 1 game vui,1
3445,3445,3446,blast,0
81,81,82,??? ve cái lồn a`,1
4273,4273,4274,rửa_tiền 200 tr,0
1745,1745,1746,elsu vãi,1
2217,2217,2218,nak aya win chặt,0
1953,1953,1954,hq bảo m non,0
1645,1645,1646,bắn chung_kết chửi ta,0
1851,1851,1852,game 3 đài xác nhập bingchiling,0
6407,6407,6408,đấm vỡ mồm bọn cù_lao,2
5579,5579,5580,buồn mid,0
1801,1801,1802,fl trùm map đqs,0
7724,7724,7725,sân_khấu đẹp,0
423,423,424,5 2,0
787,787,788,lì,0
7449,7449,7450,2 mid tốn lính\,0
2360,2360,2361,pe kẹp,0
4987,4987,4988,gam dắt dắt,2
3024,3024,3025,"bắn xong, quán uống bia mực nướng các_anh",0
1357,1357,1358,bắn giết mdh,0
3492,3492,3493,farm am gỏi,0
6319,6319,6320,đánh chậm đi fma,0
7197,7197,7198,: v thuỷ long đẹp an,0
5053,5053,5054,dõ,0
1240,1240,1241,3 thg lùa 4 thg chạy tró,2
5079,5079,5080,đấy ff đi,0
4283,4283,4284,s1mp béo,2
6660,6660,6661,admin đi,0
3361,3361,3362,đánh,0
8067,8067,8068,nhánh thua,0
730,730,731,2 slot ngon,0
4364,4364,4365,slark 117 tối,0
2262,2262,2263,soad tù 1 ình vô ướp bùa,0
1683,1683,1684,đcm mấy đứa ảo?,2
924,924,925,bớt ha,0
7611,7611,7612,chửi bá điền,0
4791,4791,4792,vãi lồn bọn garena chia team,1
5998,5998,5999,trúng nautilus kêu hụt =)) replay đi mấy th ngu,2
2953,2953,2954,am hèn awesome,0
230,230,231,"kẹ mịa đi, mấy bọn ban xong",2
7528,7528,7529,toàn tâm_lý,0
434,434,435,derke covid,0
3752,3752,3753,"ping am hả, ác",0
2906,2906,2907,5 chả bắn g2,0
1609,1609,1610,comment toxic,0
3733,3733,3734,kilerawesome,0
5544,5544,5545,lee đánh gank bot,0
3909,3909,3910,misa 11k?,0
7824,7824,7825,thua chất tướng,0
1680,1680,1681,đẩy view đi mọi người,0
4992,4992,4993,rút kn vcs bố tiếp,0
3493,3493,3494,farm lắm xong đâm_đầu vô silent,0
7670,7670,7671,gagas giao_tranh ngon,0
4191,4191,4192,phá tí thua m,0
7254,7254,7255,đầu_tư 1 pc lồn,0
5983,5983,5984,trượt?,0
6388,6388,6389,con_mẹ thằng bá điền,2
3707,3707,3708,thư_viện rio,0
4600,4600,4601,try hard,0
1386,1386,1387,best elsu,0
5435,5435,5436,thằng lồn xerath,2
3757,3757,3758,sven đỏ +25 mr off mấy gà,0
440,440,441,mạng tra,0
3928,3928,3929,mr hổ chết ngừng_nghỉ,0
3370,3370,3371,cam,0
2604,2604,2605,toàn thái,0
2654,2654,2655,ùa @ trai nông_thôn,0
6542,6542,6543,rác admin,2
1236,1236,1237,3 đường trụ. ao trình,0
1177,1177,1178,hình_như kill 2 viz,0
4067,4067,4068,nghỉ_ngơi tạ,0
3993,3993,3994,ngài kênh trash pressing awesome,0
5361,5361,5362,óc bò,1
2275,2275,2276,"việt nam thay_vì ủng_hộ, cảm_thông đại_diện đi thi_đấu đi đi so_sánh kiểu, chê chê kia. haiz",0
2754,2754,2755,fish đừng mặt_nạ berith,0
7317,7317,7318,trai bao,1
6169,6169,6170,mid lv 14,0
4809,4809,4810,đi rừng kiểu não cứt,2
6795,6795,6796,"gậy lao đập lưng loud, lulu cầm gậy nidale phóng lao mẹ cười ỉa =)))))))))))",0
3104,3104,3105,bye difu 2p,0
2042,2042,2043,thể_lực,0
2014,2014,2015,khác_biệt lắm,0
3760,3760,3761,ngài âm mạng: v,0
113,113,114,??? mày đá hả,2
6016,6016,6017,"garena dư đoán quà, ham tụi rito chi bug hack tool tràn_lan",0
3044,3044,3045,"béo, mắc",1
4016,4016,4017,"ngài hợp đánh mấy out meta. slark, sven xanh quất",0
7880,7880,7881,"bốc_thăm điêu khiếp, xoay xoay cầu công_bằng",0
3901,3901,3902,mic,0
5033,5033,5034,anti chui hang nè,0
5813,5813,5814,,0
357,357,358,dậy múa đi,0
27,27,28,"nói chuyện ngu vãi lồn, chê, khen bợ_đít bọn, ngu, bảo tư_duy tư_duy cứt",2
1191,1191,1192,big bam mải đỉnh viz mải cháy @ @,0
3303,3303,3304,csgo 2 nao anh em,0
6255,6255,6256,tao nhảy tao sp,0
2964,2964,2965,am sờ ngài cook,0
6161,6161,6162,zi đọc chư lồn mẹ thằng blv,2
7538,7538,7539,fan se gam đánh ưng vãi lồn.. win đần ác,1
5786,5786,5787,chó cứt ngon,1
2180,2180,2181,mc lyly mặc kín)) hơi đen haha,2
2766,2766,2767,ngóp chửi fl,0
4645,4645,4646,vailoz zues hịt,1
1344,1344,1345,bắn nhát thỏ,0
6467,6467,6468,chunig mày giao_tranh bot đi,0
6957,6957,6958,toàn game nhân_phẩm =))),0
2538,2538,2539,thane đánh láo,0
5990,5990,5991,nagao ngơ vãi lồn,1
6621,6621,6622,gấp,0
1394,1394,1395,binh chịlinh,0
4161,4161,4162,octarine,0
7832,7832,7833,"bình_luận vô_nghĩa, 1 mớ xong:))))",0
5682,5682,5683,chạy đi?,0
4437,4437,4438,team đéo set up bắn,1
1392,1392,1393,t chửi cụp đuôi đ dám hó_hé,1
4120,4120,4121,chém mana vãi lồn,1
8072,8072,8073,nhánh thua thắng tiếp anh em,0
2843,2843,2844,13 'manta,0
6949,6949,6950,team siếc rạp hạng 7:))),0
4278,4278,4279,rush tĩnh,0
6483,6483,6484,tao 1,0
2150,2150,2151,"mấy bắn bắn, cào phím",0
981,981,982,,0
2968,2968,2969,ame kia rank 1x,0
5504,5504,5505,,0
850,850,851,viết thư xin_lỗi,0
4572,4572,4573,tp vãi cặc,1
4996,4996,4997,team tạ,2
5808,5808,5809,streamer tuyển_thủ =))))))),0
3741,3741,3742,difu massage chết,0
3642,3642,3643,hộ_giá ngài,0
1493,1493,1494,căng vãi đái,1
1981,1981,1982,hum chê fl nhá hq,0
6159,6159,6160,vãi cặc đéo chat all,1
3339,3339,3340,đánh onmi lmao,0
3888,3888,3889,medu 20p manta butter: v,0
1959,1959,1960,hq đoạt cúp 8v 0kil,0
6559,6559,6560,dabg vkc,1
6997,6997,6998,nghien la toang roi,0
2670,2670,2671,vãi gấu spam:)),0
4608,4608,4609,tế,0
6313,6313,6314,ayza,0
7696,7696,7697,đánh v ff đi,0
5729,5729,5730,đéo,1
2795,2795,2796,""""" =]]",0
3246,3246,3247,ame bro,0
3317,3317,3318,cưới đấy,0
5144,5144,5145,tui pick land admin,0
2530,2530,2531,thả trúng,0
4311,4311,4312,trượt\,0
7705,7705,7706,ván 3 nhây xong thua cười ỉa,0
7391,7391,7392,game v ma thua,0
5214,5214,5215,toàn feed chủ_lực jdg đánh cặc,1
5932,5932,5933,đừng cướp,0
4027,4027,4028,ngài massage vãi lồn,1
3652,3652,3653,hơi nhạt,0
3943,3943,3944,na flash,0
7360,7360,7361,virtualhugvirtualhug,0
6902,6902,6903,sung:)),0
6373,6373,6374,địt_mẹ chúng_mày bán_độ lộ lắm mấy chó))),2
3193,3193,3194,tank cầm dao\,0
5484,5484,5485,,0
2966,2966,2967,am:)),0
2769,2769,2770,ye,0
4778,4778,4779,yougothis,0
1969,1969,1970,hq vãi cả lồn đi săn,1
2291,2291,2292,i,0
3524,3524,3525,g2 tuần bắn,0
7547,7547,7548,:) g thua,0
5303,5303,5304,đánh đánh mẹ đi flame,1
1983,1983,1984,hương ly. lạnh.,0
7793,7793,7794,hảo lạc_quan,0
5869,5869,5870,bố mày nhẹ_nhàng,0
7727,7727,7728,bet site v,0
3868,3868,3869,mấy bắn sung,0
4198,4198,4199,phũ vãi lồn,1
4339,4339,4340,shox mặc quar áo titan xịn,0
6430,6430,6431,cay,0
6536,6536,6537,chat ẳng suốt đầu game h,1
3724,3724,3725,khong kheo va kotl la smuft cua nigma,0
1458,1458,1459,bro gọi sgp đbr,2
2923,2923,2924,adu medua,1
1633,1633,1634,sợ lo ta thần thua.đanh mặt,0
6608,6608,6609,thi_đấu vui,0
3048,3048,3049,bet nửa emerald karambit,0
333,333,334,não to,0
6966,6966,6967,vãi lồn fa âm,1
2270,2270,2271,người ta bắn tụi m bắn đấy phán,0
1554,1554,1555,con mẹ mày t tốn chat m metachi,1
5628,5628,5629,rồng,0
3353,3353,3354,đánh phá game ngài: v,2
3847,3847,3848,manta divine khoẻ,0
3628,3628,3629,hét con cặc town,1
4241,4241,4242,ráng bú lvl 6,1
1186,1186,1187,chan bath,0
623,623,624,chuyên_gia highlight jet đội: v,0
7148,7148,7149,nhắc hình_ảnh hiện:)),0
6876,6876,6877,game kinh_dị hả,0
7909,7909,7910,chuyên_nghiệp ác +100,0
1541,1541,1542,chuẩn le,0
8054,8054,8055,1 pha win,0
636,636,637,jampi bay,0
3897,3897,3898,medusa lv 14 ngài lv 11,0
7650,7650,7651,sylas chỗ,0
7067,7067,7068,xây_dựng,0
7091,7091,7092,vô_địch,0
2939,2939,2940,hổ,0
6675,6675,6676,đăng_ký kênh bảo thằng bình viên im mồm,2
5201,5201,5202,đụ mẹ mày ngu,2
7490,7490,7491,bảo vcs đéo bh chuyên_nghiệp khu_vực tự_ái:))???,2
7209,7209,7210,rừng meta đánh ổn,0
1530,1530,1531,ri tắt mic đi,0
254,254,255,màn_hình mờ vãi lồn:)),1
7765,7765,7766,"zeri, win =))",0
3511,3511,3512,free xong lose awesome,0
2245,2245,2246,newk hẳn call. chủ_yếu team bắn team,0
3568,3568,3569,ta dota2protracker check,0
7956,7956,7957,"bo5 1 game bé, game thua",0
2930,2930,2931,anh em tý đi,0
6012,6012,6013,o đẩy đi,0
7585,7585,7586,"blv hải_dương kém vãi hàng, đọc skill sai",2
384,384,385,csgo lửa chặn ruah game phi smoke bt: v,0
4435,4435,4436,team connect vãi lồn,1
4641,4641,4642,vãi =)) bắn chết? awesome,1
2725,2725,2726,vm vô dịch quốc_nội thái:)),0
1377,1377,1378,báo thủ,0
1876,1876,1877,lắm đài tiếng việt,0
2556,2556,2557,thay gấp 2 thắng blv,2
7532,7532,7533,ưng lắm,0
2197,2197,2198,mega kill aya h aya nổi:),0
7580,7580,7581,lpl tuoi lồn,2
1424,1424,1425,blv tao cay nhá,0
7993,7993,7994,bá điền - khán_giả!,0
3857,3857,3858,masdusa =)))),0
1380,1380,1381,bát blv hữu_trung,0
2279,2279,2280,vô_địch top 11 evos top 9,0
5022,5022,5023,bé đần,2
2417,2417,2418,rep ghê vãi lồn,1
7746,7746,7747,4h30 đánh nhen mọi người,0
848,848,849,ngài jampi 🙇🏾‍♀🙇🏾‍♀🙇🏾‍♀🙇🏾‍♀🙇🏾‍♀,0
3045,3045,3046,béo vkl simple =)),2
4719,4719,4720,giáo. ngài,0
1042,1042,1043,tiền,0
3052,3052,3053,cướp stone gaze,0
3107,3107,3108,ca_sỹ tí awesome,0
722,722,723,slot tranh latam br mai ké apac thành 3 1,0
7069,7069,7070,2 cầu,0
7922,7922,7923,2 mid tele ác,0
1666,1666,1667,darkness gamer bot,0
4150,4150,4151,nyx p3 hả awesome,0
687,687,688,neft vandal -149 may_ra phantom như cặc đấu phantom,0
5655,5655,5656,xijn nhẹ game,0
1277,1277,1278,anh em quân_đoàn cbi 2 ảnh giật giật,0
1731,1731,1732,đừng gục,0
901,901,902,jungcok tiếng việt hả anh em,0
2166,2166,2167,mấy pe top đầu đuối,0
2552,2552,2553,ana hime gánh tởm,0
6345,6345,6346,quên tắt chỗ opng,0
2756,2756,2757,nhắc: vasto mundo đại_diện bồ_đào_nha 🇵🇹,0
3911,3911,3912,mkb crit đi bf con cặc ngài,1
6668,6668,6669,m đóng_băng,0
372,372,373,6 mạng thua lmao,0
1005,1005,1006,ô duc7 bắn àd,0
5031,5031,5032,guma bố,0
5699,5699,5700,tank đi,0
4078,4078,4079,: _),0
45,45,46,dung cúc,0
195,195,196,sợ vãi cả lồn,1
393,393,394,đứa 1 site bắn,0
4504,4504,4505,thịt 2 sp,0
6968,6968,6969,shope siêu sale âm,0
1663,1663,1664,đánh chán,0
2929,2929,2930,anh em ngài flex mic awesome,0
1281,1281,1282,ahq,0
6988,6988,6989,form ktx khu dhqg,0
307,307,308,gacha xui vãi lồn: ((,1
3131,3131,3132,can u feel me?,0
7089,7089,7090,kiểu hoang_mang,0
7061,7061,7062,cầu dát vàng,0
6690,6690,6691,xong,0
2883,2883,2884,3 ice pick,0
3166,3166,3167,chạy liệt vãi lồn,1
4886,4886,4887,đéo,1
5402,5402,5403,ao? that. day ',0
7873,7873,7874,xếp lịch đội thua đánh liên_tục lun,0
6321,6321,6322,đợi mid khoẻ gánh,0
5758,5758,5759,a7 feed đừng chửi tội a7:))),0
